method,family,target_size,aggregation,mean_inner_roc_auc,mean_inner_pr_auc,mean_inner_bedroc_alpha_20,selection_metric_std,inner_subsets,config
coverage_qubo,coverage_qubo,3,mean_score,0.7475,0.7657737415225576,0.875063807776619,0.1758823210837198,"[[""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""mean_score"", ""family"": ""coverage_qubo"", ""target_size"": 3, ""weights"": {""active_coverage"": 1.0, ""active_overlap"": 1.0, ""decoy_exposure"": 0.0, ""redundancy"": 1.0}}"
coverage_qubo,coverage_qubo,3,min_score,0.754375,0.7644661644868831,0.8656704624374675,0.11643271487105541,"[[""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_1A9U_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""coverage_qubo"", ""target_size"": 3, ""weights"": {""active_coverage"": 1.0, ""active_overlap"": 1.0, ""decoy_exposure"": 0.0, ""redundancy"": 2.0}}"
coverage_qubo,coverage_qubo,3,mean_score,0.7375,0.7566003391081271,0.8577489151313313,0.20579673642016216,"[[""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_1A9U_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""mean_score"", ""family"": ""coverage_qubo"", ""target_size"": 3, ""weights"": {""active_coverage"": 1.0, ""active_overlap"": 1.0, ""decoy_exposure"": 0.0, ""redundancy"": 2.0}}"
coverage_qubo,coverage_qubo,3,min_score,0.754375,0.7644661644868831,0.8656704624374675,0.11643271487105541,"[[""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_1A9U_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""coverage_qubo"", ""target_size"": 3, ""weights"": {""active_coverage"": 1.0, ""active_overlap"": 2.0, ""decoy_exposure"": 0.0, ""redundancy"": 0.0}}"
coverage_qubo,coverage_qubo,3,mean_score,0.7375,0.7566003391081271,0.8577489151313313,0.20579673642016216,"[[""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_1A9U_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""mean_score"", ""family"": ""coverage_qubo"", ""target_size"": 3, ""weights"": {""active_coverage"": 1.0, ""active_overlap"": 2.0, ""decoy_exposure"": 0.0, ""redundancy"": 0.0}}"
coverage_qubo,coverage_qubo,3,min_score,0.736875,0.7326821695630138,0.8204853805727143,0.08954055174718502,"[[""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_1A9U_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_1A9U_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_1A9U_aligned"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""coverage_qubo"", ""target_size"": 3, ""weights"": {""active_coverage"": 1.0, ""active_overlap"": 2.0, ""decoy_exposure"": 0.0, ""redundancy"": 1.0}}"
coverage_qubo,coverage_qubo,3,mean_score,0.7268749999999999,0.7370793068999635,0.8446870558283814,0.19783525718623768,"[[""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_1A9U_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_1A9U_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_1A9U_aligned"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""mean_score"", ""family"": ""coverage_qubo"", ""target_size"": 3, ""weights"": {""active_coverage"": 1.0, ""active_overlap"": 2.0, ""decoy_exposure"": 0.0, ""redundancy"": 1.0}}"
coverage_qubo,coverage_qubo,3,min_score,0.72875,0.7201309599005328,0.8019099855648515,0.060448374763345476,"[[""MK14_2QD9_reference"", ""MK14_1A9U_aligned"", ""MK14_3K3J_aligned""], [""MK14_2QD9_reference"", ""MK14_1A9U_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_1A9U_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_1A9U_aligned"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""coverage_qubo"", ""target_size"": 3, ""weights"": {""active_coverage"": 1.0, ""active_overlap"": 2.0, ""decoy_exposure"": 0.0, ""redundancy"": 2.0}}"
coverage_qubo,coverage_qubo,3,mean_score,0.72125,0.7223982755613181,0.8119564062860244,0.18648951821261966,"[[""MK14_2QD9_reference"", ""MK14_1A9U_aligned"", ""MK14_3K3J_aligned""], [""MK14_2QD9_reference"", ""MK14_1A9U_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_1A9U_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_1A9U_aligned"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""mean_score"", ""family"": ""coverage_qubo"", ""target_size"": 3, ""weights"": {""active_coverage"": 1.0, ""active_overlap"": 2.0, ""decoy_exposure"": 0.0, ""redundancy"": 2.0}}"
coverage_qubo,coverage_qubo,3,min_score,0.768125,0.7751596038075734,0.8714811111920204,0.11120549999603337,"[[""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""coverage_qubo"", ""target_size"": 3, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 0.0, ""decoy_exposure"": 0.0, ""redundancy"": 0.0}}"
coverage_qubo,coverage_qubo,3,mean_score,0.7475,0.7657737415225576,0.875063807776619,0.1758823210837198,"[[""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""mean_score"", ""family"": ""coverage_qubo"", ""target_size"": 3, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 0.0, ""decoy_exposure"": 0.0, ""redundancy"": 0.0}}"
coverage_qubo,coverage_qubo,3,min_score,0.768125,0.7751596038075734,0.8714811111920204,0.11120549999603337,"[[""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""coverage_qubo"", ""target_size"": 3, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 0.0, ""decoy_exposure"": 0.0, ""redundancy"": 1.0}}"
coverage_qubo,coverage_qubo,3,mean_score,0.7475,0.7657737415225576,0.875063807776619,0.1758823210837198,"[[""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""mean_score"", ""family"": ""coverage_qubo"", ""target_size"": 3, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 0.0, ""decoy_exposure"": 0.0, ""redundancy"": 1.0}}"
coverage_qubo,coverage_qubo,3,min_score,0.768125,0.7751596038075734,0.8714811111920204,0.11120549999603337,"[[""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""coverage_qubo"", ""target_size"": 3, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 0.0, ""decoy_exposure"": 0.0, ""redundancy"": 2.0}}"
coverage_qubo,coverage_qubo,3,mean_score,0.7475,0.7657737415225576,0.875063807776619,0.1758823210837198,"[[""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""mean_score"", ""family"": ""coverage_qubo"", ""target_size"": 3, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 0.0, ""decoy_exposure"": 0.0, ""redundancy"": 2.0}}"
coverage_qubo,coverage_qubo,3,min_score,0.768125,0.7751596038075734,0.8714811111920204,0.11120549999603337,"[[""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""coverage_qubo"", ""target_size"": 3, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 1.0, ""decoy_exposure"": 0.0, ""redundancy"": 0.0}}"
coverage_qubo,coverage_qubo,3,mean_score,0.7475,0.7657737415225576,0.875063807776619,0.1758823210837198,"[[""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""mean_score"", ""family"": ""coverage_qubo"", ""target_size"": 3, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 1.0, ""decoy_exposure"": 0.0, ""redundancy"": 0.0}}"
coverage_qubo,coverage_qubo,3,min_score,0.768125,0.7751596038075734,0.8714811111920204,0.11120549999603337,"[[""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""coverage_qubo"", ""target_size"": 3, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 1.0, ""decoy_exposure"": 0.0, ""redundancy"": 1.0}}"
coverage_qubo,coverage_qubo,3,mean_score,0.7475,0.7657737415225576,0.875063807776619,0.1758823210837198,"[[""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""mean_score"", ""family"": ""coverage_qubo"", ""target_size"": 3, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 1.0, ""decoy_exposure"": 0.0, ""redundancy"": 1.0}}"
coverage_qubo,coverage_qubo,3,min_score,0.768125,0.7751596038075734,0.8714811111920204,0.11120549999603337,"[[""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""coverage_qubo"", ""target_size"": 3, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 1.0, ""decoy_exposure"": 0.0, ""redundancy"": 2.0}}"
coverage_qubo,coverage_qubo,3,mean_score,0.7475,0.7657737415225576,0.875063807776619,0.1758823210837198,"[[""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""mean_score"", ""family"": ""coverage_qubo"", ""target_size"": 3, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 1.0, ""decoy_exposure"": 0.0, ""redundancy"": 2.0}}"
coverage_qubo,coverage_qubo,3,min_score,0.768125,0.7751596038075734,0.8714811111920204,0.11120549999603337,"[[""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""coverage_qubo"", ""target_size"": 3, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 2.0, ""decoy_exposure"": 0.0, ""redundancy"": 0.0}}"
coverage_qubo,coverage_qubo,3,mean_score,0.7475,0.7657737415225576,0.875063807776619,0.1758823210837198,"[[""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""mean_score"", ""family"": ""coverage_qubo"", ""target_size"": 3, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 2.0, ""decoy_exposure"": 0.0, ""redundancy"": 0.0}}"
coverage_qubo,coverage_qubo,3,min_score,0.768125,0.7751596038075734,0.8714811111920204,0.11120549999603337,"[[""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""coverage_qubo"", ""target_size"": 3, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 2.0, ""decoy_exposure"": 0.0, ""redundancy"": 1.0}}"
coverage_qubo,coverage_qubo,3,mean_score,0.7475,0.7657737415225576,0.875063807776619,0.1758823210837198,"[[""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""mean_score"", ""family"": ""coverage_qubo"", ""target_size"": 3, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 2.0, ""decoy_exposure"": 0.0, ""redundancy"": 1.0}}"
coverage_qubo,coverage_qubo,3,min_score,0.754375,0.7644661644868831,0.8656704624374675,0.11643271487105541,"[[""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_1A9U_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""coverage_qubo"", ""target_size"": 3, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 2.0, ""decoy_exposure"": 0.0, ""redundancy"": 2.0}}"
coverage_qubo,coverage_qubo,3,mean_score,0.7375,0.7566003391081271,0.8577489151313313,0.20579673642016216,"[[""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_1A9U_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""mean_score"", ""family"": ""coverage_qubo"", ""target_size"": 3, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 2.0, ""decoy_exposure"": 0.0, ""redundancy"": 2.0}}"
discriminative_qubo,discriminative_qubo,1,min_score,0.6975,0.7464910803238923,0.8766352267454409,0.17490465561019877,"[[""MK14_3KQ7_aligned""], [""MK14_3KQ7_aligned""], [""MK14_3KQ7_aligned""], [""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""discriminative_qubo"", ""target_size"": 1, ""weights"": {""active_coverage"": 0.0, ""active_overlap"": 0.0, ""decoy_exposure"": 0.5, ""redundancy"": 0.0}}"
discriminative_qubo,discriminative_qubo,1,min_score,0.6975,0.7464910803238923,0.8766352267454409,0.17490465561019877,"[[""MK14_3KQ7_aligned""], [""MK14_3KQ7_aligned""], [""MK14_3KQ7_aligned""], [""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""discriminative_qubo"", ""target_size"": 1, ""weights"": {""active_coverage"": 0.0, ""active_overlap"": 0.0, ""decoy_exposure"": 1.0, ""redundancy"": 0.0}}"
discriminative_qubo,discriminative_qubo,1,min_score,0.6975,0.7464910803238923,0.8766352267454409,0.17490465561019877,"[[""MK14_3KQ7_aligned""], [""MK14_3KQ7_aligned""], [""MK14_3KQ7_aligned""], [""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""discriminative_qubo"", ""target_size"": 1, ""weights"": {""active_coverage"": 0.0, ""active_overlap"": 0.0, ""decoy_exposure"": 2.0, ""redundancy"": 0.0}}"
discriminative_qubo,discriminative_qubo,1,min_score,0.6975,0.7464910803238923,0.8766352267454409,0.17490465561019877,"[[""MK14_3KQ7_aligned""], [""MK14_3KQ7_aligned""], [""MK14_3KQ7_aligned""], [""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""discriminative_qubo"", ""target_size"": 1, ""weights"": {""active_coverage"": 1.0, ""active_overlap"": 0.0, ""decoy_exposure"": 0.5, ""redundancy"": 0.0}}"
discriminative_qubo,discriminative_qubo,1,min_score,0.6975,0.7464910803238923,0.8766352267454409,0.17490465561019877,"[[""MK14_3KQ7_aligned""], [""MK14_3KQ7_aligned""], [""MK14_3KQ7_aligned""], [""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""discriminative_qubo"", ""target_size"": 1, ""weights"": {""active_coverage"": 1.0, ""active_overlap"": 0.0, ""decoy_exposure"": 1.0, ""redundancy"": 0.0}}"
discriminative_qubo,discriminative_qubo,1,min_score,0.6975,0.7464910803238923,0.8766352267454409,0.17490465561019877,"[[""MK14_3KQ7_aligned""], [""MK14_3KQ7_aligned""], [""MK14_3KQ7_aligned""], [""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""discriminative_qubo"", ""target_size"": 1, ""weights"": {""active_coverage"": 1.0, ""active_overlap"": 0.0, ""decoy_exposure"": 2.0, ""redundancy"": 0.0}}"
discriminative_qubo,discriminative_qubo,1,min_score,0.6975,0.7464910803238923,0.8766352267454409,0.17490465561019877,"[[""MK14_3KQ7_aligned""], [""MK14_3KQ7_aligned""], [""MK14_3KQ7_aligned""], [""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""discriminative_qubo"", ""target_size"": 1, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 0.0, ""decoy_exposure"": 0.5, ""redundancy"": 0.0}}"
discriminative_qubo,discriminative_qubo,1,min_score,0.6975,0.7464910803238923,0.8766352267454409,0.17490465561019877,"[[""MK14_3KQ7_aligned""], [""MK14_3KQ7_aligned""], [""MK14_3KQ7_aligned""], [""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""discriminative_qubo"", ""target_size"": 1, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 0.0, ""decoy_exposure"": 1.0, ""redundancy"": 0.0}}"
discriminative_qubo,discriminative_qubo,1,min_score,0.6975,0.7464910803238923,0.8766352267454409,0.17490465561019877,"[[""MK14_3KQ7_aligned""], [""MK14_3KQ7_aligned""], [""MK14_3KQ7_aligned""], [""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""discriminative_qubo"", ""target_size"": 1, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 0.0, ""decoy_exposure"": 2.0, ""redundancy"": 0.0}}"
discriminative_qubo,discriminative_qubo,2,min_score,0.70625,0.7429580957974257,0.8715414744191197,0.17188246016371012,"[[""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 0.0, ""active_overlap"": 0.0, ""decoy_exposure"": 0.5, ""redundancy"": 0.0}}"
discriminative_qubo,discriminative_qubo,2,mean_score,0.708125,0.744238975595318,0.8699571347419888,0.17720298932239356,"[[""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""mean_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 0.0, ""active_overlap"": 0.0, ""decoy_exposure"": 0.5, ""redundancy"": 0.0}}"
discriminative_qubo,discriminative_qubo,2,min_score,0.77125,0.7749069327124573,0.8688015572507797,0.1089181513364267,"[[""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 0.0, ""active_overlap"": 0.0, ""decoy_exposure"": 0.5, ""redundancy"": 1.0}}"
discriminative_qubo,discriminative_qubo,2,mean_score,0.750625,0.7641848214207773,0.8668335330172993,0.17748565329337687,"[[""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""mean_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 0.0, ""active_overlap"": 0.0, ""decoy_exposure"": 0.5, ""redundancy"": 1.0}}"
discriminative_qubo,discriminative_qubo,2,min_score,0.77125,0.7749069327124573,0.8688015572507797,0.1089181513364267,"[[""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 0.0, ""active_overlap"": 0.0, ""decoy_exposure"": 0.5, ""redundancy"": 2.0}}"
discriminative_qubo,discriminative_qubo,2,mean_score,0.750625,0.7641848214207773,0.8668335330172993,0.17748565329337687,"[[""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""mean_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 0.0, ""active_overlap"": 0.0, ""decoy_exposure"": 0.5, ""redundancy"": 2.0}}"
discriminative_qubo,discriminative_qubo,2,min_score,0.77125,0.7749069327124573,0.8688015572507797,0.1089181513364267,"[[""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 0.0, ""active_overlap"": 1.0, ""decoy_exposure"": 0.5, ""redundancy"": 0.0}}"
