method,family,target_size,aggregation,mean_inner_roc_auc,mean_inner_pr_auc,mean_inner_bedroc_alpha_20,selection_metric_std,inner_subsets,config
discriminative_qubo,discriminative_qubo,2,min_score,0.77125,0.7749069327124573,0.8688015572507797,0.1089181513364267,"[[""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 1.0, ""active_overlap"": 2.0, ""decoy_exposure"": 2.0, ""redundancy"": 0.0}}"
discriminative_qubo,discriminative_qubo,2,mean_score,0.750625,0.7641848214207773,0.8668335330172993,0.17748565329337687,"[[""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""mean_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 1.0, ""active_overlap"": 2.0, ""decoy_exposure"": 2.0, ""redundancy"": 0.0}}"
discriminative_qubo,discriminative_qubo,2,min_score,0.77125,0.7749069327124573,0.8688015572507797,0.1089181513364267,"[[""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 1.0, ""active_overlap"": 2.0, ""decoy_exposure"": 2.0, ""redundancy"": 1.0}}"
discriminative_qubo,discriminative_qubo,2,mean_score,0.750625,0.7641848214207773,0.8668335330172993,0.17748565329337687,"[[""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""mean_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 1.0, ""active_overlap"": 2.0, ""decoy_exposure"": 2.0, ""redundancy"": 1.0}}"
discriminative_qubo,discriminative_qubo,2,min_score,0.77125,0.7749069327124573,0.8688015572507797,0.1089181513364267,"[[""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 1.0, ""active_overlap"": 2.0, ""decoy_exposure"": 2.0, ""redundancy"": 2.0}}"
discriminative_qubo,discriminative_qubo,2,mean_score,0.750625,0.7641848214207773,0.8668335330172993,0.17748565329337687,"[[""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""mean_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 1.0, ""active_overlap"": 2.0, ""decoy_exposure"": 2.0, ""redundancy"": 2.0}}"
discriminative_qubo,discriminative_qubo,2,min_score,0.70625,0.7429580957974257,0.8715414744191197,0.17188246016371012,"[[""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 0.0, ""decoy_exposure"": 0.5, ""redundancy"": 0.0}}"
discriminative_qubo,discriminative_qubo,2,mean_score,0.708125,0.744238975595318,0.8699571347419888,0.17720298932239356,"[[""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""mean_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 0.0, ""decoy_exposure"": 0.5, ""redundancy"": 0.0}}"
discriminative_qubo,discriminative_qubo,2,min_score,0.734375,0.7517349200298684,0.8654428315025774,0.10487336667053965,"[[""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 0.0, ""decoy_exposure"": 0.5, ""redundancy"": 1.0}}"
discriminative_qubo,discriminative_qubo,2,mean_score,0.7325,0.7531968893483205,0.8652050463921331,0.1758713002928486,"[[""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""mean_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 0.0, ""decoy_exposure"": 0.5, ""redundancy"": 1.0}}"
discriminative_qubo,discriminative_qubo,2,min_score,0.77125,0.7749069327124573,0.8688015572507797,0.1089181513364267,"[[""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 0.0, ""decoy_exposure"": 0.5, ""redundancy"": 2.0}}"
discriminative_qubo,discriminative_qubo,2,mean_score,0.750625,0.7641848214207773,0.8668335330172993,0.17748565329337687,"[[""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""mean_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 0.0, ""decoy_exposure"": 0.5, ""redundancy"": 2.0}}"
discriminative_qubo,discriminative_qubo,2,min_score,0.71625,0.7354544133690077,0.8145140892055663,0.16645477033022515,"[[""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 1.0, ""decoy_exposure"": 0.5, ""redundancy"": 0.0}}"
discriminative_qubo,discriminative_qubo,2,mean_score,0.72,0.7456973458350455,0.8657648535713163,0.17490273263050735,"[[""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""mean_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 1.0, ""decoy_exposure"": 0.5, ""redundancy"": 0.0}}"
discriminative_qubo,discriminative_qubo,2,min_score,0.77125,0.7749069327124573,0.8688015572507797,0.1089181513364267,"[[""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 1.0, ""decoy_exposure"": 0.5, ""redundancy"": 1.0}}"
discriminative_qubo,discriminative_qubo,2,mean_score,0.750625,0.7641848214207773,0.8668335330172993,0.17748565329337687,"[[""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""mean_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 1.0, ""decoy_exposure"": 0.5, ""redundancy"": 1.0}}"
discriminative_qubo,discriminative_qubo,2,min_score,0.77125,0.7749069327124573,0.8688015572507797,0.1089181513364267,"[[""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 1.0, ""decoy_exposure"": 0.5, ""redundancy"": 2.0}}"
discriminative_qubo,discriminative_qubo,2,mean_score,0.750625,0.7641848214207773,0.8668335330172993,0.17748565329337687,"[[""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""mean_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 1.0, ""decoy_exposure"": 0.5, ""redundancy"": 2.0}}"
discriminative_qubo,discriminative_qubo,2,min_score,0.77125,0.7749069327124573,0.8688015572507797,0.1089181513364267,"[[""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 2.0, ""decoy_exposure"": 0.5, ""redundancy"": 0.0}}"
discriminative_qubo,discriminative_qubo,2,mean_score,0.750625,0.7641848214207773,0.8668335330172993,0.17748565329337687,"[[""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""mean_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 2.0, ""decoy_exposure"": 0.5, ""redundancy"": 0.0}}"
discriminative_qubo,discriminative_qubo,2,min_score,0.77125,0.7749069327124573,0.8688015572507797,0.1089181513364267,"[[""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 2.0, ""decoy_exposure"": 0.5, ""redundancy"": 1.0}}"
discriminative_qubo,discriminative_qubo,2,mean_score,0.750625,0.7641848214207773,0.8668335330172993,0.17748565329337687,"[[""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""mean_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 2.0, ""decoy_exposure"": 0.5, ""redundancy"": 1.0}}"
discriminative_qubo,discriminative_qubo,2,min_score,0.77125,0.7749069327124573,0.8688015572507797,0.1089181513364267,"[[""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 2.0, ""decoy_exposure"": 0.5, ""redundancy"": 2.0}}"
discriminative_qubo,discriminative_qubo,2,mean_score,0.750625,0.7641848214207773,0.8668335330172993,0.17748565329337687,"[[""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""mean_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 2.0, ""decoy_exposure"": 0.5, ""redundancy"": 2.0}}"
discriminative_qubo,discriminative_qubo,2,min_score,0.70625,0.7429580957974257,0.8715414744191197,0.17188246016371012,"[[""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 0.0, ""decoy_exposure"": 1.0, ""redundancy"": 0.0}}"
discriminative_qubo,discriminative_qubo,2,mean_score,0.708125,0.744238975595318,0.8699571347419888,0.17720298932239356,"[[""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""mean_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 0.0, ""decoy_exposure"": 1.0, ""redundancy"": 0.0}}"
discriminative_qubo,discriminative_qubo,2,min_score,0.70625,0.7429580957974257,0.8715414744191197,0.17188246016371012,"[[""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 0.0, ""decoy_exposure"": 1.0, ""redundancy"": 1.0}}"
discriminative_qubo,discriminative_qubo,2,mean_score,0.708125,0.744238975595318,0.8699571347419888,0.17720298932239356,"[[""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""mean_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 0.0, ""decoy_exposure"": 1.0, ""redundancy"": 1.0}}"
discriminative_qubo,discriminative_qubo,2,min_score,0.77125,0.7749069327124573,0.8688015572507797,0.1089181513364267,"[[""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 0.0, ""decoy_exposure"": 1.0, ""redundancy"": 2.0}}"
discriminative_qubo,discriminative_qubo,2,mean_score,0.750625,0.7641848214207773,0.8668335330172993,0.17748565329337687,"[[""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""mean_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 0.0, ""decoy_exposure"": 1.0, ""redundancy"": 2.0}}"
discriminative_qubo,discriminative_qubo,2,min_score,0.70625,0.7429580957974257,0.8715414744191197,0.17188246016371012,"[[""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 1.0, ""decoy_exposure"": 1.0, ""redundancy"": 0.0}}"
discriminative_qubo,discriminative_qubo,2,mean_score,0.708125,0.744238975595318,0.8699571347419888,0.17720298932239356,"[[""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""mean_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 1.0, ""decoy_exposure"": 1.0, ""redundancy"": 0.0}}"
discriminative_qubo,discriminative_qubo,2,min_score,0.77125,0.7749069327124573,0.8688015572507797,0.1089181513364267,"[[""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 1.0, ""decoy_exposure"": 1.0, ""redundancy"": 1.0}}"
discriminative_qubo,discriminative_qubo,2,mean_score,0.750625,0.7641848214207773,0.8668335330172993,0.17748565329337687,"[[""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""mean_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 1.0, ""decoy_exposure"": 1.0, ""redundancy"": 1.0}}"
discriminative_qubo,discriminative_qubo,2,min_score,0.77125,0.7749069327124573,0.8688015572507797,0.1089181513364267,"[[""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 1.0, ""decoy_exposure"": 1.0, ""redundancy"": 2.0}}"
discriminative_qubo,discriminative_qubo,2,mean_score,0.750625,0.7641848214207773,0.8668335330172993,0.17748565329337687,"[[""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""mean_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 1.0, ""decoy_exposure"": 1.0, ""redundancy"": 2.0}}"
discriminative_qubo,discriminative_qubo,2,min_score,0.77125,0.7749069327124573,0.8688015572507797,0.1089181513364267,"[[""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 2.0, ""decoy_exposure"": 1.0, ""redundancy"": 0.0}}"
discriminative_qubo,discriminative_qubo,2,mean_score,0.750625,0.7641848214207773,0.8668335330172993,0.17748565329337687,"[[""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""mean_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 2.0, ""decoy_exposure"": 1.0, ""redundancy"": 0.0}}"
discriminative_qubo,discriminative_qubo,2,min_score,0.77125,0.7749069327124573,0.8688015572507797,0.1089181513364267,"[[""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 2.0, ""decoy_exposure"": 1.0, ""redundancy"": 1.0}}"
discriminative_qubo,discriminative_qubo,2,mean_score,0.750625,0.7641848214207773,0.8668335330172993,0.17748565329337687,"[[""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""mean_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 2.0, ""decoy_exposure"": 1.0, ""redundancy"": 1.0}}"
discriminative_qubo,discriminative_qubo,2,min_score,0.77125,0.7749069327124573,0.8688015572507797,0.1089181513364267,"[[""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 2.0, ""decoy_exposure"": 1.0, ""redundancy"": 2.0}}"
discriminative_qubo,discriminative_qubo,2,mean_score,0.750625,0.7641848214207773,0.8668335330172993,0.17748565329337687,"[[""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""], [""MK14_2QD9_reference"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""mean_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 2.0, ""decoy_exposure"": 1.0, ""redundancy"": 2.0}}"
discriminative_qubo,discriminative_qubo,2,min_score,0.70625,0.7429580957974257,0.8715414744191197,0.17188246016371012,"[[""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 0.0, ""decoy_exposure"": 2.0, ""redundancy"": 0.0}}"
discriminative_qubo,discriminative_qubo,2,mean_score,0.708125,0.744238975595318,0.8699571347419888,0.17720298932239356,"[[""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""mean_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 0.0, ""decoy_exposure"": 2.0, ""redundancy"": 0.0}}"
discriminative_qubo,discriminative_qubo,2,min_score,0.70625,0.7429580957974257,0.8715414744191197,0.17188246016371012,"[[""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""min_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 0.0, ""decoy_exposure"": 2.0, ""redundancy"": 1.0}}"
discriminative_qubo,discriminative_qubo,2,mean_score,0.708125,0.744238975595318,0.8699571347419888,0.17720298932239356,"[[""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""], [""MK14_3K3J_aligned"", ""MK14_3KQ7_aligned""]]","{""aggregation"": ""mean_score"", ""family"": ""discriminative_qubo"", ""target_size"": 2, ""weights"": {""active_coverage"": 2.0, ""active_overlap"": 0.0, ""decoy_exposure"": 2.0, ""redundancy"": 1.0}}"
